PRGS,79722000.00
CWH,79446000.00
FFG,79259000.00
PATK,79221000.00
HUBG,79126000.00
COR,78845000.00
DT,78809000.00
EXLS,78614000.00
PCH,78212000.00
UE,77952000.00
FORM,77886000.00
SBCF,77764000.00
LPG,77760256.00
AAON,77390000.00
ORA,77364000.00
CBZ,77301000.00
DQ,76709600.00
LZB,76473000.00
FCPT,75994000.00
ACCO,75700000.00
ALRM,74921000.00
NWBI,74854000.00
GTES,74800000.00
EHTH,74401000.00
MC,73800000.00
SR,73700000.00
FCF,73447000.00
HRI,73300000.00
ITGR,72875000.00
IONS,72574000.00
GFF,72317000.00
MWA,72000000.00
BFAM,71863000.00
WDFC,71802000.00
SPWH,71496000.00
CPRX,71475584.00
ZUMZ,71314000.00
AVTR,71100000.00
ACC,70605000.00
FSV,70471000.00
SMP,70413000.00
GLDD,70306000.00
HOLI,70178000.00
PLUS,70002000.00
BLX,69948000.00
APOG,69765000.00
SPTN,69294000.00
ACIA,68796000.00
CRTO,68426000.00
KNSL,68091000.00
CSGS,68027000.00
REXR,68014000.00
VGR,68000000.00
OFG,67815000.00
EPC,67600000.00
SXT,67341000.00
CALM,66968000.00
HNI,66944000.00
RGR,66893000.00
MBUU,66796000.00
WRLD,66702480.00
CPK,66146000.00
FOR,65900000.00
CARG,65561000.00
PAX,65383000.00
BRKS,65035000.00
TCBK,64814000.00
AMWD,64558000.00
FWRD,64313000.00
AVNT,64200000.00
SSRM,63933000.00
CIGI,63454000.00
CVCO,63425000.00
GBL,63352000.00
KRO,63100000.00
PCTY,63009000.00
OSIS,62905000.00
TWNK,62843000.00
TWNKW,62843000.00
NWN,62815000.00
GTLS,62800000.00
CRMT,62665000.00
BZH,62548000.00
AY,62512000.00
WIRE,62502000.00
SMPL,61993000.00
AMRX,61968000.00
ICFI,61518000.00
NMRK,61510000.00
CNXN,61435000.00
RPT,61222000.00
ACIW,61000000.00
PAAS,60924000.00
CFFN,60881000.00
SPH,60758000.00
QCRH,60582000.00
CORE,60400000.00
NEOG,60292000.00
NCBS,60122000.00
EGOV,60060000.00
IDCC,59905000.00
CTBI,59504000.00
CAC,59486000.00
GSBC,59313000.00
HLNE,59204000.00
SYX,59100000.00
MAXR,59000000.00
SYBT,58869000.00
STRL,58783000.00
TR,58598000.00
LESL,58561000.00
ALG,58118000.00
